,Front_A,Roof_A,RHWing_A,LHWing_A,Rear_A,Front_As,Roof_As,RHWing_As,LHWing_As,Rear_As,Eff_Amps,App_Volts,Front_V,Roof_V,RHWing_V,LHWing_V,Rear_V
258,55.99000193238407,53.43621066159776,54.45564658930545,54.82450940724655,47.410011825657385,12692.99224640868,12633.097249932847,12618.181736793573,12422.501861320934,19646.21099239328,266.1163804161912,982.5162875999999,205.94427326250312,196.55083391307505,200.30055679258106,201.6573201851985,174.38507043798458
260,56.025444155369506,53.82769750361858,54.82125127168406,55.188280746282615,47.27751833984066,12805.043134719419,12740.752644940085,12727.82423933694,12532.8784228135,19740.766029072962,267.14019201679537,986.2448444000001,206.06685270812488,197.98333382837802,201.637718029488,202.9876869556048,173.89115882998152
262,54.914734384004014,53.20666710536535,53.99854522117111,54.349743022277686,47.64995750192033,12914.872603487427,12847.165979150815,12835.821329779283,12641.577908858055,19836.065944076803,264.1196472347385,989.3149952000001,204.9186876573425,198.54489910868955,201.4998551163208,202.81037757114424,177.8095964180043
264,53.798170092437694,52.583669385,53.173333835360566,53.50797228382472,48.03572770622278,13022.468943672302,12952.333317920815,12942.167997450004,12748.593853425704,19932.13739948925,261.0988733028458,991.9316589,203.6029664420411,199.00660291600676,201.2382295882995,202.50469238203013,181.7945970910242
266,52.95562593503575,52.21083102879215,52.63874431331615,52.959406884523936,48.32403182090339,13128.380195542373,13056.7549799784,13047.445486076636,12854.512667194751,20028.785463131055,259.08863998257135,993.9416447,202.3725524556339,199.52628176066796,201.16157361285062,202.3870015417342,184.67268570369873
268,52.664594401864214,52.34088998103779,52.687014786546385,52.9996983820965,48.40748594555148,13233.709384346103,13161.436759940474,13152.81951564973,12960.512063958944,20125.60043502216,259.09968349709635,1002.1300864,202.9097991530248,201.6626083266105,202.99618196493975,204.20091099194755,186.50771665996217
270,53.501034850579764,53.48716664012631,53.91927580794034,54.23781111172706,48.00974210503394,13340.711454047261,13268.411093220726,13260.658067265611,13068.987686182398,20221.619919232227,263.1550305154074,993.8269169,201.28622352096315,201.2340473393815,202.85976584708862,204.0581869343891,180.626406713943
272,50.08750724479564,50.83367103158415,50.72155702328741,50.99232267439894,49.4106703885138,13440.886468536852,13370.078435283895,13362.101181312186,13170.972331531195,20320.441260009255,252.04572836257995,1000.4835982000001,198.03428335821758,200.98444037166868,200.5411678171183,201.6117118434726,195.35822880574972
274,49.766850890463495,50.955904775217924,50.75317717249498,51.01388116033733,49.56551188701669,13540.420170317779,13471.990244834331,13463.607535657176,13273.00009385187,20419.572283783287,252.0553258855304,1006.2827926,197.8995127556291,202.62782447764286,201.8216715247608,202.85836947217578,197.09888161325432
276,48.881080060726255,50.573617663449255,50.198740525393774,50.4419670767689,49.9480335674485,13638.182330439231,13573.13748016123,13564.005016707964,13373.884028005408,20519.468350918185,250.04343889378666,1010.3150355,196.7200989376396,203.5316539247574,202.02297474671718,203.0018310074899,201.0140138663504
278,48.54187982571914,50.69349946445944,50.222529924360614,50.454546500876845,50.13999160797717,13735.266090090669,13674.524479090149,13664.450076556686,13474.793121007162,20619.74833413414,250.05244732339324,1013.5925763,195.9817144009614,204.66860718412224,202.76712709660623,203.70386474661788,202.43388905954066
280,47.08483407131963,49.80440793918606,49.07953959369955,49.28580077017089,50.764250915211925,13829.435758233309,13774.13329496852,13762.609155744085,13573.364722547503,20721.276835964563,246.01883328958803,1014.9015090999999,193.4527360457726,204.62637647573456,201.64818259498446,202.49562720672418,208.56998705754657
282,46.728179055702846,49.91993721820034,49.093780289340614,49.287620253943075,50.99750533853952,13922.892116344714,13873.97316940492,13860.796716322766,13671.939963055389,20823.27184664164,246.02702215572643,1015.7561184000001,192.1426788183489,205.26694293211932,201.8698491732074,202.66690420110336,209.69782017654202
284,45.26095533492133,49.02792279723757,47.946995561625606,48.11383313624446,51.64336632747008,14013.414027014556,13972.029014999396,13956.690707446018,13768.167629327878,20926.55857929658,241.99307315749905,1015.9540343000001,189.2360534037978,204.98574429287288,200.4663875411151,201.16393543745772,215.9209136435699
286,44.61388910523048,48.887697839108974,47.66363437202453,47.81339704342363,52.011455263935225,14102.641805225017,14069.804410677614,14052.017976190067,13863.794423414725,21030.58148982445,240.99007362372285,1016.0002708,187.31232539247327,205.25599872561895,200.11674323711503,200.74552487438916,218.37115812869393
288,43.68534732043003,48.49488701494709,47.08892538890136,47.217539578210896,52.48975736484763,14190.012499865878,14166.794184707509,14146.19582696787,13958.229502571146,21135.561004554143,238.97645666733703,1015.3891815,184.84158685918354,205.1917272088978,199.24281770120402,199.78701048672102,222.09483591846242
290,43.5705927098633,48.85475499359752,47.37464629628538,47.49223361059775,52.70139148314555,14277.153685285604,14264.503694694704,14240.945119560442,14053.213969792341,21240.963787520435,239.9936190934895,1024.0437869000002,185.1426395600004,207.59640234419325,201.30704032240808,201.80669902330143,223.94174879943017
292,42.89721205392451,48.711304697143,47.08056597808503,47.17939011629048,53.12134562260885,14362.948109393454,14361.92630408899,14335.106251516612,14147.572750024921,21347.206478765653,238.98981846805188,1025.1035602,183.2331266377716,208.06770964608918,201.10209719913928,201.52421917312455,226.90496150194056
294,42.49118242501773,48.81909193194937,47.07244785122328,47.155703326906426,53.457830564717334,14447.930474243489,14459.564487952888,14429.251147219058,14241.884156678734,21454.122139895087,238.99625609981416,1026.2628544,181.69917677463127,208.75834252373224,201.28940959520642,201.6454234910377,228.59434008237787
296,41.249949245189065,48.16872332864763,46.19302504809054,46.24886559336107,54.110400343054,14530.430372733867,14555.901934610183,14521.63719731524,14334.381887865457,21562.342940581195,235.9709635583423,1028.4301771,179.020635990921,209.04742049278826,200.47308842248273,200.71543077953606,234.83370186853375
298,40.554285948613945,48.020875406023805,45.88847883537007,45.9239509671912,54.578715891996886,14611.538944631095,14651.943685422231,14613.41415498598,14426.22978979984,21671.50037236519,234.96630704919593,1025.5056654000002,176.24825559474695,208.69792981113127,199.4305696043666,199.5847309022285,237.1981960366513
300,40.12569958221297,48.124418408324736,45.869424941649534,45.887847498128984,54.96446687087674,14691.790343795521,14748.19252223888,14705.153004869278,14518.005484796098,21781.429306106944,234.97185730119298,1028.7812463,174.93851892752699,209.81103303511898,199.9797971598876,200.0601151301393,239.63201958214938
302,38.864408702503816,47.469472724005634,44.98109627695727,44.97034875009035,55.660488417030386,14769.51916120053,14843.131467686891,14795.115197423193,14607.946182296278,21892.750282941004,231.94581487058747,1029.7877383999999,171.80858803683108,209.8491487672846,198.84873841384098,198.80122662921494,246.0593186319156
304,38.14793802129493,47.31734295123333,44.6666336988539,44.63399962233467,56.174426495102146,14845.81503724312,14937.766153589359,14884.4484648209,14697.214181540949,22005.09913593121,230.940340788819,1031.1472992000001,169.595953541013,210.36077736002215,198.57640351086866,198.43132077213403,249.73710035751495
306,36.87937646704132,46.659627748888845,43.774973820977735,43.71221934261278,56.8877853894244,14919.573790177203,15031.085409087136,14971.998412462855,14784.638620226175,22118.87470671006,227.9139827689451,1031.0931999,166.1151225091396,210.16813520869542,197.17483959103046,196.89217570513455,256.2386445899693
308,36.42447261298589,46.75610782995135,43.74100897251395,43.65934868230205,57.337298740414404,14992.422735403174,15124.597624747039,15059.480430407883,14871.957317590779,22233.54930419089,227.91823683816764,1031.2399571,164.0864096002984,210.62876989922196,197.04623292295608,196.67836640721654,258.2953385889277
310,35.68876437444296,46.59981978480694,43.41721516919159,43.31224290144822,57.89394376921356,15063.80026415206,15217.797264316652,15146.314860746266,14958.581803393676,22349.337191729315,226.91198599910328,1030.5280014,161.37049950227248,210.70598344321485,196.31550213790342,195.84085899526315,261.77355220750155
312,34.403091661516534,45.93785430439409,42.517843457899424,42.38117553040682,58.64500180530225,15132.606447475093,15309.67297292544,15231.350547662065,15043.34415445449,22466.62719533992,223.88496675951913,1028.9066012,157.4029986187358,210.177506392851,194.5300765675534,193.90478562527431,268.315976627225
314,33.65810453841065,45.77812806256385,42.188365972674916,42.0275448010405,59.226046591083524,15199.922656551915,15401.229229050568,15315.727279607414,15127.39924405657,22585.079288522087,222.87818996577346,1026.2733783,154.2911199035963,209.85016068872045,193.3944386380517,192.65722306943982,271.4963656248823
316,31.83225401209922,44.61150770867295,40.7204210984772,40.519371885736,60.14741189550349,15263.587164576113,15490.452244467915,15397.168121804369,15208.437987828043,22705.374112313093,217.83096660048886,1023.3839143,148.8665759602837,208.6299763281508,190.43293818549907,189.49271234133113,281.2851159818312
318,30.817309625235687,44.196743724169515,40.10426390270669,39.87455756164055,60.82091252526171,15325.221783826584,15578.845731916253,15477.376649609781,15288.187102951324,22827.015937363616,215.81378733901417,1013.9278561000001,144.11688971710757,206.68570094566425,187.54725342147566,186.47303364611795,284.42848676573766
320,26.446140623325398,40.55782262951501,35.90493351587272,35.60050909210164,62.16628783970756,15378.114065073236,15659.961377175283,15549.186516641526,15359.388121135527,22951.34851304303,200.67569370052234,987.9734530999999,129.55495227696497,198.68557949775123,175.89190099268177,174.40057973506055,304.5416179631831
322,24.477476855380395,39.1606277884315,34.22915271943421,33.88436697383146,62.87309567091213,15427.069018783997,15738.282632752145,15617.644822080394,15427.15685508319,23077.094704384854,194.62472000798968,983.449223,123.05375104660173,196.86923497783022,172.0776067794554,170.3442917178382,316.0771148075654
324,22.784276482691077,38.01128374556444,32.8363446055057,32.45508067310055,63.496551222222784,15472.63757174938,15814.305200243274,15683.317511291405,15492.067016429392,23204.0878068293,189.58353672908456,980.2579721,117.18991600222549,195.509352805805,168.8922827574835,166.9312686235837,326.59169624351455
326,21.83237125346819,37.58991177278778,32.23937177038566,31.830670911203356,64.07494297408854,15516.302314256316,15889.48502378885,15747.796254832176,15555.728358251798,23332.237692777475,187.5672686819335,982.2551463000001,113.72577632135973,195.80749377063717,167.9362969845799,165.80735634161925,333.7691791640589
328,20.165800530953057,36.443500098174624,30.86203223703977,30.417350733671704,64.63863104387727,15556.633915318222,15962.3720239852,15809.520319306255,15616.563059719141,23461.51495486523,182.5273146437164,833.04351194,91.53400041840482,165.41963450021282,140.08495558418144,138.0665146672006,293.39933576818686
330,16.471698394898716,33.15996611332165,27.23134949768464,26.730090736317116,64.83119341896386,15589.577312108018,16028.691956211842,15863.983018301624,15670.023241191775,23591.177341703158,168.424298161186,798.2118768859999,77.6034219057743,156.2271709315803,128.29556815992262,125.93397834630527,305.44041876731114
332,12.360126544898613,29.23873319352767,23.034287683271145,22.48020014160678,64.20346584676255,15614.297565197816,16087.169422598898,15910.051593668166,15714.983641474988,23719.584273396682,151.31681341006677,821.336495683,66.64939211441322,157.66374126229627,124.20756909743518,121.21976814766727,346.2037346285369
334,9.134637784787692,26.0805860563369,19.72636864729428,19.134832860025305,63.16596583137137,15632.566840767391,16139.330594711571,15949.504330962754,15753.253307195038,23845.916205059424,137.24239117981557,617.318044561,40.790503455220154,116.46222441538251,88.08762070526976,85.44613199570487,282.0660882457483
336,6.853071928155096,23.86785752293441,17.430213669419004,16.811891314723034,62.23333744974243,15646.272984623702,16187.06630975744,15984.364758301592,15786.877089824484,23970.38287995891,127.19637188497398,436.511421445,23.33485826968585,81.27057155354652,59.35025487113615,57.24485386804277,211.90586123473216
338,4.861679785360231,21.902518458339134,15.41989116659245,14.779664900024486,61.19649664852644,15655.996344194422,16230.871346674117,16015.204540634777,15816.436419624533,24092.775873255963,118.16025095884274,239.00964855299998,9.751476415382148,43.931707066992836,30.92896111578115,29.644805923630198,122.74691467116054
340,2.6346678373645958,19.52722601206561,13.065179538755864,12.407527343988761,59.48962044940159,15661.265679869151,16269.925798698248,16041.334899712288,15841.25147431251,24211.755114154766,107.12422118157642,216.633146914,5.278709788095545,39.12392963636435,26.17684481374426,24.859200506387417,119.19090418261655
342,0.0,16.131712298157893,9.84524393318469,9.180481724462169,56.13911853380372,15661.265679869151,16302.189223294565,16061.025387578658,15859.612437761434,24324.033351222373,91.29655648960846,216.13361055999997,0.0,37.77611382401435,23.054902577678703,21.498209004270954,131.46265520461654
344,0.0,14.05460592319967,7.909413025662268,7.241202951985464,53.80856735671548,15661.265679869151,16330.298435140963,16076.844213629984,15874.094843665405,24431.650485935803,83.01378925756288,218.56587231199998,0.0,36.56372639243873,20.576714521588485,18.838334204125427,139.98554958787116
346,0.0,11.805138545365175,5.88048589256487,5.216052769388966,50.84167441252688,15661.265679869151,16353.908712231694,16088.605185415114,15884.526949204183,24533.333834760855,73.7433516198459,221.65574475100001,0.0,35.00882311874911,17.438922014678884,15.46850704715309,150.77393456496085
348,0.0,8.20717320115601,2.812675194868696,2.1758474733982283,44.943538530508555,15661.265679869151,16370.323058634007,16094.23053580485,15888.878644150978,24623.22091182187,58.13923439993149,225.505914189,0.0,31.29506349572039,10.725111638177104,8.296801245453082,171.3758023087059
350,0.0,6.062901784868816,1.0507463431630555,0.4356485081792343,40.94185271041507,15661.265679869151,16382.448862203744,16096.332028491177,15889.749941167336,24705.1046172427,48.49114934662617,228.24118794600003,0.0,27.96063385165083,4.845787514728632,2.00910535209685,188.81390355046022
352,0.0,3.770536351186717,0.0,0.0,36.101409826432125,15661.265679869151,16389.989934906116,16096.332028491177,15889.749941167336,24777.307436895564,39.87194617761884,233.86341443600003,0.0,21.574468255354187,0.0,0.0,206.56708959423102
354,0.0,1.1594888150533271,0.0,0.0,29.82717559137472,15661.265679869151,16392.308912536224,16096.332028491177,15889.749941167336,24836.96178807831,30.986664406428044,133.68108053600002,0.0,4.845823112290067,0.0,0.0,124.65598199700635
356,0.0,0.24323280399249114,0.0,0.0,27.48121187647643,15661.265679869151,16392.79537814421,16096.332028491177,15889.749941167336,24891.924211831265,27.72444468046892,17.795855430000003,0.0,0.15069171445556515,0.0,0.0,17.02562674527534
358,0.0,0.24256930880951666,0.0,0.0,27.54646622006691,15661.265679869151,16393.280516761828,16096.332028491177,15889.749941167336,24947.017144271398,27.78903552887643,9.084266772000001,0.0,0.07654179000595716,0.0,0.0,8.69217892061633
360,0.0,0.24190553764177736,0.0,0.0,27.61175067240938,15661.265679869151,16393.76432783711,16096.332028491177,15889.749941167336,25002.240645616217,27.853656210051156,4.491525767000001,0.0,0.03765640470615787,0.0,0.0,4.298203621553666
362,0.0,0.2412414904892719,0.0,0.0,27.677065233503917,15661.265679869151,16394.246810818087,16096.332028491177,15889.749941167336,25057.594776083224,27.91830672399319,0.0,0.0,0.0,0.0,0.0,0.0
364,0.0,0.0,0.0,0.0,25.74029636196655,15661.265679869151,16394.246810818087,16096.332028491177,15889.749941167336,25109.075368807156,25.74029636196655,0.0,0.0,0.0,0.0,0.0,0.0
366,0.0,0.0,0.0,0.0,22.166264893091203,15661.265679869151,16394.246810818087,16096.332028491177,15889.749941167336,25153.407898593337,22.166264893091203,0.0,0.0,0.0,0.0,0.0,0.0
368,0.0,0.0,0.0,0.0,22.166264893091203,15661.265679869151,16394.246810818087,16096.332028491177,15889.749941167336,25197.74042837952,22.166264893091203,0.0,0.0,0.0,0.0,0.0,0.0
370,0.0,0.0,0.0,0.0,22.166264893091203,15661.265679869151,16394.246810818087,16096.332028491177,15889.749941167336,25242.0729581657,22.166264893091203,0.0,0.0,0.0,0.0,0.0,0.0
372,0.0,0.0,0.0,0.0,22.166264893091203,15661.265679869151,16394.246810818087,16096.332028491177,15889.749941167336,25286.40548795188,22.166264893091203,0.0,0.0,0.0,0.0,0.0,0.0
374,0.0,0.0,0.0,0.0,22.166264893091203,15661.265679869151,16394.246810818087,16096.332028491177,15889.749941167336,25330.738017738062,22.166264893091203,0.0,0.0,0.0,0.0,0.0,0.0
376,0.0,0.0,0.0,0.0,22.166264893091203,15661.265679869151,16394.246810818087,16096.332028491177,15889.749941167336,25375.070547524243,22.166264893091203,0.0,0.0,0.0,0.0,0.0,0.0
378,0.0,0.0,0.0,0.0,22.166264893091203,15661.265679869151,16394.246810818087,16096.332028491177,15889.749941167336,25419.403077310424,22.166264893091203,0.0,0.0,0.0,0.0,0.0,0.0
380,0.0,0.0,0.0,0.0,22.166264893091203,15661.265679869151,16394.246810818087,16096.332028491177,15889.749941167336,25463.735607096605,22.166264893091203,0.0,0.0,0.0,0.0,0.0,0.0
382,0.0,0.0,0.0,0.0,22.166264893091203,15661.265679869151,16394.246810818087,16096.332028491177,15889.749941167336,25508.068136882786,22.166264893091203,0.0,0.0,0.0,0.0,0.0,0.0
384,0.0,0.0,0.0,0.0,22.166264893091203,15661.265679869151,16394.246810818087,16096.332028491177,15889.749941167336,25552.400666668967,22.166264893091203,0.0,0.0,0.0,0.0,0.0,0.0
386,0.0,0.0,0.0,0.0,22.166264893091203,15661.265679869151,16394.246810818087,16096.332028491177,15889.749941167336,25596.73319645515,22.166264893091203,0.0,0.0,0.0,0.0,0.0,0.0
388,0.0,0.0,0.0,0.0,22.166264893091203,15661.265679869151,16394.246810818087,16096.332028491177,15889.749941167336,25641.06572624133,22.166264893091203,0.0,0.0,0.0,0.0,0.0,0.0
390,0.0,0.0,0.0,0.0,22.166264893091203,15661.265679869151,16394.246810818087,16096.332028491177,15889.749941167336,25685.39825602751,22.166264893091203,0.0,0.0,0.0,0.0,0.0,0.0
392,0.0,0.0,0.0,0.0,22.166264893091203,15661.265679869151,16394.246810818087,16096.332028491177,15889.749941167336,25729.730785813692,22.166264893091203,0.0,0.0,0.0,0.0,0.0,0.0
394,0.0,0.0,0.0,0.0,22.166264893091203,15661.265679869151,16394.246810818087,16096.332028491177,15889.749941167336,25774.063315599873,22.166264893091203,0.0,0.0,0.0,0.0,0.0,0.0
396,0.0,0.0,0.0,0.0,22.166264893091203,15661.265679869151,16394.246810818087,16096.332028491177,15889.749941167336,25818.395845386054,22.166264893091203,0.0,0.0,0.0,0.0,0.0,0.0
398,0.0,0.0,0.0,0.0,22.166264893091203,15661.265679869151,16394.246810818087,16096.332028491177,15889.749941167336,25862.728375172235,22.166264893091203,0.0,0.0,0.0,0.0,0.0,0.0
400,0.0,0.0,0.0,0.0,22.166264893091203,15661.265679869151,16394.246810818087,16096.332028491177,15889.749941167336,25907.060904958416,22.166264893091203,0.0,0.0,0.0,0.0,0.0,0.0
