,09A,10A,11A,12A,13A,14A,15A,16A,17A,18A,19A,20A,21A,22A,23A,24A,25A,26A,27A,28A,29A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,40A,41A,42A,43A,44A,App_Amps,Coulombs
144,-0.18801105288078546,-0.13558914202648253,0.15997524093295468,0.1734043640365286,0.1075784102038746,0.23608032048952587,-0.397811060730902,-0.35086817834711237,-0.027309720058605436,0.07279458573289688,-0.5628969606120213,-0.5875987437848567,21.547405011118485,21.16268155989097,39.924732291593855,40.18523400624855,29.43698548263837,29.64154530484054,13.604945592436515,14.119517801956068,0.12261859191372881,0.10226776153346329,-0.08112894044434604,-0.05681483780571739,-0.234321193705461,-0.3336596985975211,-0.08016264436773568,0.3951074419291958,0.07200122210420501,0.04128638161644638,0.047176062990183176,0.009881857532368699,13.632432726140419,34.95394115461753,42.120324017282506,19.131876558110307,317.9656215745279,51183.90579306761
146,0.21310890294027374,0.24516443271016186,-0.07097061495559487,-0.055342193757795144,-0.14434865155842758,-0.10724470325288316,-0.20560588836175953,-0.1876892243178494,0.5477457982040246,0.6182782742187563,-0.3020989397488796,-0.3031251574753471,16.524728030262338,16.260538927518013,36.993618533363914,37.00773423546505,31.276911236621274,31.45966091477071,16.580997215866667,17.49485703195822,-1.7479953084770257,-1.7742456617894344,0.28680017857915274,0.2390163323807819,0.7396548185493597,0.8755657114176225,-0.15720317501949665,-2.3310540217908544,-0.02084261701338086,0.05744382350099153,-0.09530987913448918,0.09244891786766951,12.353637743890314,31.12612206427942,42.08885756210046,21.310279365125318,306.8900940149373,51797.685981097486
148,0.1261290039414682,0.13874389752739802,-1.0241347045123312,-0.9996565053784252,-0.36606581766363533,-0.43406936484566394,0.1264837761925719,0.09037032230648467,1.6932759990785993,1.7929198314454062,-0.052292071064733214,-0.042283870074503405,9.872832548569406,9.77100167871653,30.783694608985858,30.408167849719018,34.110759671505996,34.22620452481013,20.802830241652327,22.033711993203475,7.8799514202193395,8.451219508797271,0.32027881234294764,0.25004745006471296,-1.7540313607832276,-1.6965262184637266,-0.4052232738838528,-0.9479110902028172,0.5955870302508828,0.2876185783537677,-0.20142159704236784,-0.19234855576490884,11.161935561402966,25.255544888377194,44.24728523384014,20.410504205157658,306.72113420678136,52411.12824951105
150,-0.057861059407986914,-0.05166491220598601,-1.3493346745995574,-1.3235987799737927,-0.3724742843177715,-0.4627411194206221,0.2308920372112766,0.18011226799025426,1.9238213630861818,2.0317285787560913,0.031207386783095536,0.03844976155020685,7.065686837119784,7.021454296302436,27.51515784855923,26.965882150313764,34.87555051553217,34.90941476469039,22.511061172070836,23.802045663571064,14.969058677519754,15.913035700283343,0.5590876867558969,0.48112973041875895,-3.1364512514712137,-3.224810231444155,-0.49505386556018194,0.7337839321070327,0.8747934583743708,0.3728998211292538,-0.17876191713960532,-0.33425795285718785,10.618666152084867,22.78889095352732,45.3869809343258,19.364036288847252,310.1778179305124,53031.48388537207
152,-0.049383522017468096,-0.04419327898759917,-1.0542822759076635,-1.0337028879682748,-0.2998742338843918,-0.369509187382727,0.16757323626086418,0.13151695521128293,1.4845155546915603,1.5635507078076394,0.04927466900193256,0.05406674299195213,6.731478967741324,6.679985518338554,27.09334562080551,26.53423205566857,34.23587973709696,34.20307842059499,22.50456113819942,23.780348529390466,15.432238105093635,16.363595114193032,1.0339700605359567,0.9292449014078947,-2.345950457010942,-2.4119240001773514,-0.3458674369757697,0.6448498567578027,0.6518547675201045,0.27347311508093775,-0.1306499716192313,-0.25508117131651087,10.324149919729845,22.795833076464156,44.99503622295351,19.713071425829206,310.0303059961192,53651.54449736431
154,-0.04325878469872535,-0.03908394272335869,-0.7614505462015551,-0.7460383415852618,-0.22742452874620867,-0.27644483966025213,0.10426582573708743,0.08293415378757718,1.0454227269852279,1.095616706935278,0.06712240096800404,0.06947508673349301,6.396913620535158,6.338169389939423,26.671196615919538,26.102234047682504,33.59593714438063,33.496458718280095,22.497864801330884,23.75843695383996,15.895140647684482,16.81388196001175,1.5086946652904891,1.3772020707833468,-1.555676574708733,-1.5988743715320295,-0.1971591563838675,0.5556613075548222,0.4274090679877096,0.17318791776554754,-0.08310519930740856,-0.1760389153988876,10.029595743280392,22.802076323853285,44.602704533939956,20.061681891878294,309.86472912213867,54271.27395560859
156,-0.03950342726200873,-0.03634692515903026,-0.4726834841973435,-0.46241612575562385,-0.1555851986229264,-0.18413924507481205,0.04137292895947553,0.034673189032802476,0.6093376190434494,0.6309047224601336,0.08463899602023961,0.08457863957971323,6.064125193115728,5.998186395486001,26.251402891850663,25.672643022979944,32.95980139629069,32.79405912167715,22.491016684816756,23.736452545547948,16.354820521235492,17.261030767282648,1.980239281569398,1.8221495145315099,-0.7706610328239725,-0.7908415633702104,-0.04987165169133623,0.46678879054608613,0.20290031782279971,0.07269117313318585,-0.03642502580143692,-0.09763335641576354,9.736880125741148,22.80758759276612,44.212488484629375,20.40765128691737,309.6823141668614,54890.63858394231
158,-0.038073706258547446,-0.035934993785168956,-0.1888539780443601,-0.18369238561703582,-0.08458293341282896,-0.0928842818255422,-0.020904144317285045,-0.013111553091149197,0.17765289022951514,0.17089843423368123,0.10177351629201414,0.0993339390603678,5.734188790091877,5.661134458998261,25.835317925568962,25.246844124151178,32.32951783359006,32.098137629360934,22.48404339167214,23.714470851307077,16.809810957168533,17.70361482875723,2.447096288788738,2.2626648649304038,0.006585472789894631,0.009580701762069488,0.09553433763114483,0.37852318657268125,-0.020916175698949324,-0.02767466087605097,0.00925437942000773,-0.02011260492136646,9.446942157767406,22.812365787721745,43.825647941898715,20.749880802718607,309.484074074635,55509.60673209158
160,-0.03890963251190627,-0.03779122977781668,0.09100876750318676,0.09108740178689345,-0.014184414642468113,-0.0023806830867503237,-0.08276720604055754,-0.06057501015949551,-0.25103350892765697,-0.28589658958589936,0.11858657940316508,0.11379364627529309,5.406045067698186,5.3259309707929665,25.42160308827454,24.823467547760433,31.70305309953833,31.406448735739815,22.476926973686545,23.69242577883241,17.261590931646417,18.14307286894114,2.9107802634126423,2.7001774558366716,0.7785836423186518,0.8049789423822142,0.239540632125693,0.29058483429380777,-0.244729277332981,-0.12821419217247954,0.05409419194064924,0.05677738074005778,9.158844421621549,22.816442816931918,43.44094010033204,21.089487970830767,309.26979236640796,56128.1463168244
162,-1.1489966875376219,-1.1819570651853795,0.950752035453565,0.8703628539376069,2.466621812214388,2.6012966236775323,1.7164838931749955,1.425864991414259,-1.4867203159048845,-1.3810141447615258,-1.43083608772909,-1.3948821863976457,-1.697377381278529,-1.90559385762488,10.345266236746092,9.884339137454127,31.458642093961714,30.813666481320965,27.409041124163714,28.81969914489227,30.30383322882947,31.07415218169797,6.539233224443887,6.416892414801562,-3.441698759695446,-2.8060485796921038,0.2975810921683326,0.7245960038437369,0.7166831943730507,0.22261699132388202,-0.3118636242386983,-0.43353188267728293,0.7257853552156739,14.310442217306585,45.508460246014,22.891653131764365,289.87344513747064,56707.89320709934
164,0.36429725669347235,0.36836210555015825,0.496607520805755,0.49628623279003037,-0.04790474513874987,-0.036351862532681856,-0.1610947217840133,-0.13089433501979864,-0.20980859639980443,-0.2524369869164045,0.14133429700310085,0.16001318721400537,0.8278246281107682,0.8531737195360876,1.1045909892206658,1.162567770085683,33.588463392191535,33.62141694234128,27.653696113487122,29.114752451962687,34.27903238099541,35.2151634212964,10.866757122520674,10.996755714544005,-3.570636204069439,-3.145668632822291,-0.2673630087040353,0.25608949347086396,0.4527877188888203,0.19524225590131739,-0.14018661409568056,-0.19303982960919885,-0.003855260709632158,1.1327746986039084,45.609355319194975,25.93769386761015,286.7357978022171,57281.36480270377
166,0.2514466711859704,0.25478014573109675,0.30748112206176614,0.3081275328405617,-0.05992484461532577,-0.05445381425628715,-0.12156752505140833,-0.0974145100613849,-0.10493163986021248,-0.13333704598800455,0.10003783992445525,0.11152450932510138,0.5671429455204748,0.5876136221132287,0.7452672849869435,0.7852556603203391,32.89986431741783,32.909392366953966,27.283955146897938,28.703456022944053,34.23133371572092,35.15131422796603,11.377465237662845,11.478734829526404,-2.5139468565733374,-2.2392043586666137,-0.29652118125484783,0.033851240314955344,0.21856683385111708,0.11694326097104346,-0.04965902951329593,-0.06346373999913935,0.03281659708883278,0.7727362895035106,45.10240952805041,26.322558160545057,284.919650563585,57851.20410383094
168,0.13590957709622842,0.13849885595330136,0.11522687584426272,0.11683940232794043,-0.07215108582281715,-0.07281926202469968,-0.08174788963254931,-0.06368470224647993,0.0008670822555125746,-0.013188732751921783,0.05827014892085103,0.06252174863311266,0.3043073083056633,0.31987268104962663,0.3830990340998157,0.4049611680193297,32.20611213968267,32.192037551760926,26.911407056857797,28.28904010736119,34.18307216921317,35.08678982390473,11.89170844256805,11.964042906012107,-1.4498637518492659,-1.3261117409671732,-0.3262699369628148,-0.1901831897455475,-0.01853565286346015,0.03739790347865268,0.04106489185230333,0.0669338584863457,0.06972105605009848,0.40955925444208363,44.591520907201286,26.709842448207404,283.0760684547177,58417.35624074037
170,0.018488233681285493,0.02032571123412552,-0.07880580199101317,-0.07623571022960007,-0.08449773165983032,-0.09131892036089484,-0.04191913214499421,-0.029944874662791943,0.10683637080537656,0.10715488480758806,0.01632663022131009,0.013351899606483641,0.041185383546137544,0.05185356300396382,0.020661073902648708,0.024388047931216184,31.51214227839592,31.474455808007114,26.538701756779105,27.874452455551506,34.13458887826195,35.022047132600214,12.405825297519689,12.449224446275062,-0.38596237063241934,-0.41288826582519045,-0.35640161939847737,-0.41442141620724504,-0.2568450334908796,-0.042834980170370685,0.13133459029084138,0.19722372158989954,0.10659512733189103,0.04582252210978366,44.080322373764105,27.096786636458695,281.21801896690226,58979.79227867418
172,-0.10167326242481423,-0.10060062408274106,-0.27601695880492016,-0.27249112828395283,-0.09705394711759563,-0.11008589568329885,-0.0017976762681630731,0.004045221037723756,0.21373228091529506,0.22855243494017374,-0.026093128173920732,-0.03633678918648009,-0.22409864637298638,-0.21835431831180951,-0.34462911150479325,-0.35917538715618047,30.813013116751186,30.751537363848087,26.163184857518853,27.456740427890054,34.08553639306837,34.95662301598142,12.923473645082698,12.937731345586633,0.6853275941893455,0.5069672783393464,-0.38713478681986757,-0.6404616216061259,-0.4980703757642164,-0.12433380007992056,0.22178769389903996,0.32833202636924974,0.14370093464686307,-0.3210687706254074,43.56517218748823,27.486141136891888,279.33212272617726,59538.45652412653
174,0.2498910076932681,0.2521399365934265,0.30764641990877095,0.30759727482578825,0.00589597969225264,0.012883906912294685,-0.05277765598462314,-0.04382912435699693,-0.10975756582320262,-0.12849973646300894,0.028849795675240486,0.034241076664624615,0.33183356965182975,0.33674603960721683,0.4973976473236792,0.5219792321371264,24.599245467202138,24.313983834115966,23.56138981256157,24.609117453994763,35.25511505249892,35.90465643514291,17.289718887592592,17.51391298822124,0.9790317108634519,0.8147847549761865,1.4366722258182492,1.8222106804841132,1.2663303914120405,0.2990768788709883,-0.48290618487399406,-0.8685577530391391,-0.01873823932369012,0.45969872774831355,39.416986539647645,29.938858603176534,280.66282607114846,60099.782176268825
176,0.3878995067010642,0.3905074684477263,0.5928153302535808,0.5905522664694356,0.036898973245389266,0.054494977626986296,-0.11152299748810746,-0.0945636649971614,-0.2947982432654177,-0.3362812567177875,0.10281637276155298,0.12170906747711907,0.7170508394124209,0.7309360115926435,1.0068150365506512,1.0591003849389031,18.73365268042729,18.334122637682505,20.657235144889817,21.55116492544675,36.05464332463235,36.45812086306962,21.02216791164191,21.115549487076848,8.868126653979068,6.644579537104982,-0.36366129720448015,0.09405150002309748,0.44650103642889505,0.125648751252037,-0.055087472172697494,-0.2482863618040949,-0.10338950424200366,1.000057729474912,36.05360386725598,30.448530893120527,281.79176238109227,60663.36570103101
178,0.3921096492735394,0.3945581131998246,0.6597456354202045,0.656524746813691,0.03277548497805571,0.05367596967919919,-0.1485392004990762,-0.12533957643817228,-0.36232902748771467,-0.4136707123365726,0.15490369321264819,0.1813277724248552,0.88910996638907,0.911580875003267,1.1972709402214792,1.2620124739614613,14.301504180015646,13.853744249434657,18.250280363207246,19.04717599583254,36.349967309184905,36.559773346347654,23.63740369608582,23.50385270809095,17.64818207906483,13.267296514440314,-2.7891542067222437,-2.4846794932620977,-0.9861161725873338,-0.19577745574751093,0.6059731385004324,0.782920703623696,-0.1306813740650914,1.24082032238285,33.60791131205311,30.200256402968414,282.00637042266453,61227.37844187634
180,0.30404941212411885,0.30594351586239554,0.5111520754195809,0.5086644705108831,0.0265724689814818,0.042833094773222946,-0.11376308534403878,-0.09599236930923083,-0.28352420650728805,-0.323018625202804,0.11889635214654026,0.13901403605606077,0.6848345777011358,0.7018566566788635,0.9271681158489371,0.9768311687472713,13.47544057829049,13.012007052303161,17.721345134303476,18.461645889497234,35.90552268811656,36.10113981113128,24.028986432911893,23.866331537446857,18.56864631653405,14.43160335586417,-2.246875041995584,-1.999602357513886,-0.7775301426397405,-0.16075730103466634,0.46340704615216666,0.6028263732096224,-0.10209264541299756,0.9548330772224434,32.79486140315338,30.50553569928133,280.03879256530837,61787.456027006956
182,0.21478283406864307,0.21611913421877915,0.3618893029032595,0.3601213864518087,0.02029649552514534,0.03193705892863874,-0.079227365122304,-0.06684576473614823,-0.20511795126806143,-0.23282590504676182,0.08297565385292272,0.09684067257745888,0.4817443293823329,0.493364548187059,0.6587384808781791,0.6934224447391957,12.655086285533313,12.176082503550766,17.196048238120056,17.880145647394862,35.46404779573508,35.64558108885123,24.417638903381786,24.226088548950436,19.48233501985292,15.587691529221889,-1.7088566289317875,-1.5182012278132269,-0.5716163654063617,-0.12665869051386425,0.3214199561653531,0.4239179736246512,-0.0737384891930033,0.6703500801474696,31.98733756956848,30.808294934671828,278.071210028452,62343.59844706386
184,0.1243495754758257,0.12512478872351096,0.2119947509502289,0.21093310768796059,0.013950098929686017,0.020990687058521806,-0.044932231838422654,-0.03789997361872499,-0.12711385191462066,-0.14309666270530097,0.04714529921745925,0.054811198925412086,0.27984524731763916,0.2861104046986287,0.39198771224925344,0.41179216659684736,11.840445883626911,11.345975379652849,16.67439298367141,17.302678884292334,35.0255472993986,35.19310177409723,24.80336376695555,24.583126405982302,20.389252014004338,16.735558280178246,-1.1750909075489746,-1.0404718145791496,-0.3683494377428058,-0.09346715288317409,0.18002142919027586,0.24619777252223973,-0.045618265794092006,0.3873831118705966,31.185346334451943,31.108541267676777,276.1039273267773,62895.80630171741
186,0.03312764241658073,0.033340724185116244,0.062059887856259266,0.06168875731959744,0.00755949821661317,0.010037285548090136,-0.011002633052132116,-0.009260514783220097,-0.049800009595863504,-0.05416228159342573,0.011540167577408056,0.01308280868851508,0.0798789788939187,0.08085513495605445,0.12789284915729482,0.13297171349516068,11.034487380414467,10.524710172269396,16.158280400581297,16.731349959725307,34.59162153141929,34.74535294105411,25.18476168408791,24.93615009024414,21.286104159963024,17.87102613390318,-0.6475088539970786,-0.5681459988684012,-0.16843702566478136,-0.06128544789096679,0.0397374918326987,0.0703148358692387,-0.017833437795129192,0.10697574503187202,30.391812114824255,31.405191766244158,274.14447565253397,63444.09525302248
188,-0.059859773628875956,-0.060215949565190385,-0.08954131032477264,-0.08922993962000447,0.0010560821123497544,-0.0010418670882341718,0.02293551282863948,0.019388332263907904,0.02767364816416018,0.034955093592274444,-0.024229709142599365,-0.028802138118685594,-0.12035553205086114,-0.12466077796275288,-0.13645472316576956,-0.1461098051730172,10.228324914487729,9.703232339885696,15.642020516576903,16.159860123657573,34.1574879957964,34.29739957965647,25.566041215245377,25.289055214002705,22.182786036650043,19.006616596979967,-0.12028559087357493,-0.09601113404395978,0.03034456437132782,-0.02974793351401317,-0.10097203827364754,-0.10566904548429656,0.00992291789375599,-0.1739560407337679,29.5979875167449,31.701523602246084,272.17146849439223,63988.438190011264
190,-0.15390951714750045,-0.1548378128905057,-0.24167579525037297,-0.2406948650344276,-0.005511088909532669,-0.012163922931197613,0.05663256657518678,0.04783581094283751,0.10473570376721364,0.12359817466418388,-0.059899504555319893,-0.07053394145151426,-0.3193830216304123,-0.3289233199443373,-0.3991084921677388,-0.4233974470751838,9.42788839511243,8.88758450006206,15.129410980877626,15.592413277646136,33.72634113681843,33.85253771491893,25.94440013699085,25.639248191089624,23.072706268339175,20.133978390538456,0.4027061877291178,0.372463300919442,0.22654614475963974,0.0009205843888180354,-0.24106784969826955,-0.28045876177904727,0.037447023685083125,-0.45334080067529037,28.809712680641816,31.995361371170127,270.1995624004965,64528.837314812255
192,-0.24862499276200012,-0.25012595664167137,-0.39373455327668694,-0.39209926612000423,-0.012114607959901824,-0.023284251523853383,0.08996349063296138,0.07597630357599316,0.1810963733191553,0.21143365140707537,-0.09533260467248361,-0.11195375928967088,-0.5164590180508335,-0.5311688378550192,-0.6590887578013962,-0.6978570841978724,8.636147977716933,8.080793383251539,14.622354374083187,15.03111547551245,33.29978347444617,33.4124205745675,26.318440356301018,25.985435251566212,23.952573508822056,21.248932748757614,0.9195392834745011,0.8355474355449761,0.4194719562530409,0.030624128947736473,-0.3800194346400705,-0.45340418417064665,0.06463771679352792,-0.730129440386678,28.029915081018366,32.28562549625899,268.23643129290224,65065.31017739806
194,-0.17928166003995827,-0.18274192534587286,-0.2846589574706542,-0.28411445236719146,-0.07498657020499988,-0.08928445948653563,0.004525881005157828,0.0031504090627246795,0.30235451907845645,0.3159529003830013,0.023165118201692092,0.02942983476277483,-0.24668126847457073,-0.24134847972862827,-0.5955477392195776,-0.6087042938167067,7.966512585554148,7.265098021223233,12.659825665121382,12.990417131567556,30.44878979538954,30.406393772176102,27.0414014805639,26.498517590139443,28.4384399579169,25.410908630890603,1.931805595900805,1.5174099026463708,0.14198829133543533,0.17431833097171712,0.16635773522699449,0.2802938367844874,0.08269556448588955,-0.29154542051453713,25.54357599100893,33.27524870469422,269.83968201942224,65604.98954143691
196,0.1615528900298422,0.17437199832755468,0.18970520279734338,0.19338849948478654,0.4701845261970958,0.5128439018026736,0.399927627873756,0.3363369368066579,-0.9420359983283733,-0.8999518833600653,-0.6389665759234646,-0.743367021639951,-0.3489156304210246,-0.4570420197690539,1.116910068666585,1.05359652307204,-0.7022292498361971,-1.824018723494742,4.227084311205885,4.0934754650798855,27.240822507581274,26.77455471124494,30.485891303190044,29.53342974799161,39.992468538559685,34.66260373602882,-0.7701873128854189,-0.6818453212488107,-0.36103932899038327,0.0796535739200106,0.6253659810257849,0.861400033488597,-0.13042871717866023,-0.9617802730787925,24.010736118533828,36.65922060110527,254.39371674785903,66113.77697493263
198,0.25193640792332417,0.2527981541314759,0.19389622719272026,0.19499894995488098,-0.011874641692760424,-0.014276262712198506,-0.01076561116414998,-0.012060204742180392,0.19454617257345408,0.18815632783129166,-0.06001525601902058,-0.05645858263963155,-0.04122903156832525,-0.042327180779509144,-0.1650496608138048,-0.15394227754809942,2.5126857514467944,2.7083904998757813,2.908446346914973,2.9747860776004735,21.800140153515002,21.567791523692456,27.116363504352364,26.330218295962165,41.322904079289145,35.76186800316999,13.637027918472999,10.103632457297294,-0.646306194765577,-0.6718194839201921,-0.3630522293408869,-0.38601155423645106,0.04312574609976111,0.01798679556323135,26.271959231700464,36.34116872333566,270.0596391759529,66653.89625328453
200,0.21306296155113102,0.21431236110043272,0.16821616050380506,0.16904779993717867,0.07202661056164406,0.07512191344174779,0.07564279273827906,0.06097035713443982,-0.03118335501901437,-0.018463059680080773,-0.12911491321653368,-0.14804267003497373,-0.001671152496762529,-0.04296674783837573,0.2574808713405785,0.23950082550637908,1.3799036960424078,1.3775264049680072,0.9949048002429188,1.0789559912235904,18.631521565031026,18.20582545203014,25.937525835498285,25.188831849994596,42.80183960125908,35.8293395076608,22.574716827859863,16.975298616765354,-0.5518296293503475,-0.867487775575845,-0.8544427614051618,-1.123256688845761,0.012983313951571596,-0.08608829271029128,23.68266612630827,36.33156776388867,268.6942429603671,67191.28473920526
202,0.16957377999863965,0.1704475306450881,0.13557341527450362,0.13617607186157343,0.05495700525053504,0.05728695339919132,0.05751432797942996,0.046342679176354706,-0.026257431187599378,-0.016556516857868964,-0.09645170728237695,-0.11086945721713781,0.006061306008569689,-0.026103190201313797,0.21243930311306225,0.19864578169303915,1.0747458940738774,1.072024034012001,0.7704813773079622,0.8366100653638433,17.632274636427024,17.205634395746365,25.628388237319363,24.862070906481115,42.94227162883835,37.0477945898731,23.631493320167547,17.848200269323197,-0.38795607790809683,-0.6538511795961783,-0.6622685979547849,-0.8953924800705593,0.009114062916801169,-0.055877516515993264,22.804842350382508,36.16365707082007,267.8430368386612,67726.97081288259
204,0.1245291317943682,0.12502169892324844,0.10143131487217438,0.10179804775500756,0.03784112970042652,0.03939598680402234,0.03946156832115555,0.03177851032527712,-0.021194380333280805,-0.01447907864611464,-0.0640701595569817,-0.07398670415988717,0.013504122427416387,-0.009555828015130885,0.16731938669376056,0.15768869889707515,0.7705241303877448,0.7674505571888617,0.5467489750087005,0.595008548674649,16.636540302347804,16.208962594339113,25.320284705484617,24.53640937385767,43.08201599770367,38.261839351069774,24.68399231012524,18.71767121249471,-0.22579157709701114,-0.441635321612333,-0.4712227747885813,-0.6684735305388694,0.005231503099023205,-0.02628910612195945,21.929999433227827,35.99606064485715,266.9818107755103,68260.93443443361
206,0.07830344734193417,0.07841229549088169,0.06608077784098398,0.06620658047816974,0.020809160204505295,0.021585254662416675,0.021619050546331176,0.017386334868557562,-0.01603545127447692,-0.012250215693048627,-0.03220835164835201,-0.03766626108567883,0.02060756894892668,0.006557501781482733,0.12246331670482813,0.11694088698642302,0.4695131386390681,0.46608352067985903,0.32538043167578734,0.35595792616906685,15.651753920510753,15.223252331321703,25.01551708673336,24.214280132503994,43.220033530930195,39.462411097504116,25.72436710636535,19.577226997036483,-0.06652179312621698,-0.23240993577037727,-0.28272177999934767,-0.44419107672971636,0.0013652261153366263,0.0024674990318755974,21.06467234884093,35.83003611431676,266.11728571890285,68793.16900587142
208,0.030034089130943187,0.029749481385280774,0.02886382208079752,0.02873918539194875,0.0035403487925973476,0.003519385307355405,0.0036500771657252407,0.0028945515678552858,-0.01068416978113862,-0.009828863351723616,-0.0002642266630219492,-0.0012219901810477385,0.027507123139166145,0.022542233465686623,0.07702611849429974,0.07563493079169703,0.16603456889288304,0.1622379035578605,0.10219977873393438,0.11494867872323722,14.659335739098115,14.229906405642454,24.70833568869883,23.889605913212115,43.358929253491965,40.67216146338209,26.772249361851678,20.443086689009245,0.0928644781413599,-0.022223890416408487,-0.09320669004518478,-0.21831282846629607,-0.0025575627190148054,0.030937711711167104,20.192535741053973,35.66245266375968,265.2332231640502,69323.63545219951
210,-0.01974611185124786,-0.020429529985580785,-0.009810371007844765,-0.010192185384507724,-0.01377188136634322,-0.014599312148178667,-0.014243407148431697,-0.011533959919833248,-0.005199800717687442,-0.007241240930612847,0.031402404166634534,0.034935778045442456,0.03412381526984887,0.03821735764699752,0.03151695950367328,0.03423353423850095,-0.13650280726321418,-0.1406734451781082,-0.12028613043330649,-0.12531209239560037,13.670435403690234,13.240084904444265,24.402191349301063,23.56603410151417,43.49714162102071,41.877498409202865,27.81586318367977,21.305520498019863,0.2505702811364099,0.18655769933322564,0.0951908167944947,0.00662271200480169,-0.006492940677744308,0.058798813664175054,19.323387331567176,35.4951915347389,264.339483292575,69852.31441878466
212,-0.07141144283006184,-0.07250202442147469,-0.05023258483159765,-0.05088024892471665,-0.03125769741641582,-0.03290706851209113,-0.032195939872143975,-0.026007684643286233,0.0004588917735215414,-0.004467892622037617,0.06302963580921905,0.07107890651275617,0.04050739490585875,0.05370073240190654,-0.014406334394865716,-0.007574591369029715,-0.4403737069433016,-0.44492805446583805,-0.3437501222107462,-0.3666308591506351,12.67761757341938,12.246345560800847,24.09478223140176,23.241131826645553,43.63570982424964,43.087484618769565,28.863055292314616,22.171012888797854,0.4077813737761051,0.39550461986764596,0.28388726312747026,0.23230678934907778,-0.0104704970688006,0.08626028686045473,18.450692169933077,35.32699512478055,263.42934625581984,70379.1731112963
214,-0.12416887251527342,-0.12566879403713926,-0.09177929239293547,-0.09269740915930669,-0.04865392425151671,-0.05112825561426704,-0.0499386612787453,-0.04030988891061804,0.006205411645378023,-0.0015523380371176287,0.09414542679316718,0.10666761165274519,0.046565117564627556,0.06876320486450815,-0.06005305144422568,-0.04916029471571548,-0.7410235599097601,-0.7459655122939952,-0.56484283462673,-0.6053906256834156,11.695758161843003,11.263578058817926,23.79071499036897,22.919767815621825,43.77255976928333,44.28399163703505,29.898141281571267,23.026599740241398,0.5621547155918556,0.6014935198499654,0.4700603206402797,0.45535945613668405,-0.014430336311679282,0.11291637281692335,17.587527469100998,35.16038666311275,262.5165930933702,70904.20629748305
216,-0.14379490385625004,-0.14542315054113075,-0.10510145927118053,-0.10611843816488076,-0.06036951962550141,-0.06329914597657027,-0.06310529985492735,-0.05094454095718054,0.008639617871335714,-0.0016127194898329922,0.11764586583759806,0.1334639773013908,0.05233788484705171,0.08150574973210256,-0.09388469151837775,-0.07958820583547066,-0.9709189886776344,-0.9777996784900949,-0.735637310821196,-0.789522571538114,10.53042887348106,10.113459855669015,23.191705273741924,22.30188450732293,43.588935056871456,45.555943934748534,31.296552081621474,24.316145898793955,0.37903390352414057,0.5744394141373377,0.5672884860075794,0.6866644187903717,-0.016884963559325894,0.136917795116132,16.67937140570585,34.799715264582915,260.70807367752644,71425.6224448381
218,0.14767775624244095,0.14930683877382123,0.12791681960728774,0.12911792973526204,0.023819587629107963,0.026247602249331314,0.0112850256864786,0.009076222891597818,0.0011789008363185527,0.0034945924749889556,-0.0006359669160194148,-0.0034039069330320526,-0.021729318949434973,-0.02228058275285516,-0.1695220880703272,-0.17571294771250212,0.18004938747636356,0.14388202820866303,0.125328905171324,0.12406780525609773,6.8021683136561535,6.734601285844766,17.305107560980147,16.302251874484888,38.123200374538904,48.90333485374835,41.33807403176522,34.008775032468975,-2.5171976275041494,-1.2263456557489132,-0.5082923607909473,0.461724091923839,0.026829502165958752,-0.0435520572290824,15.237734281353863,31.097367639853793,252.85494573241667,71931.33233630293
220,-0.20961949986846307,-0.21027093331584013,-0.20720901311337947,-0.2071451807796656,0.020260521872297876,0.021186827463426372,0.028955049649543763,0.02396646209129827,0.05854765533942663,0.07341189587260444,-0.03646874360651253,-0.04298491885722866,-0.11368325224038922,-0.12172051663013161,-0.3729291868908593,-0.3946126079613217,0.5330955720483435,0.48172153835669174,0.4080194911783772,0.4123563037505864,6.071832502570871,5.9109837804098735,14.773468049304858,13.694050263978825,36.654711182897124,49.86346807260598,47.26971742156654,39.638656204628376,1.80963435843252,2.6013214116743724,-0.10429427315831952,-0.6551112626893794,0.044577458335651854,-0.2453229942264601,15.1186627436455,29.850781949147922,262.4420143334831,72456.2163649699
222,0.5309207949616415,0.5364889630778364,0.4212017775030823,0.42510981545519755,0.033750325911599766,0.036052430076072284,0.023700033873286175,0.01929410735876297,0.022333325991767516,0.019433035610723293,-0.0039043753867715747,-0.008049439711114159,-0.12633677304773583,-0.1163374994291051,-0.33134287658275285,-0.33153609185766175,0.3165499733625725,0.28077854010490055,0.4372414080325506,0.4773698234891137,2.774469778158824,2.7750008800496184,1.8547574823776016,1.7317224790990957,25.7547718083796,41.98153489113454,48.698279486151804,40.85337380483097,29.03987024889265,18.751307460607585,-2.177507299617228,-3.0904895802531755,0.05199865758998168,-0.1025387816619574,15.03169421366936,26.50242854360549,253.0933913718087,72962.40314771353
